movieId,imdbId,title,genres
117,115033,"Young Poisoner's Handbook, The (1995)",Crime|Drama
118,116606,If Lucy Fell (1996),Comedy|Romance
119,114536,"Steal Big, Steal Little (1995)",Comedy
121,106473,"Boys of St. Vincent, The (1992)",Drama
122,103859,Boomerang (1992),Comedy|Romance
123,109424,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
125,116324,Flirting With Disaster (1996),Comedy
126,110647,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy
128,110217,Jupiter's Wife (1994),Documentary
129,114131,Pie in the Sky (1996),Comedy|Romance
132,113451,Jade (1995),Thriller
135,116130,Down Periscope (1996),Comedy
137,113756,Man of the Year (1995),Documentary
140,118055,Up Close and Personal (1996),Drama|Romance
141,115685,"Birdcage, The (1996)",Comedy
144,112585,"Brothers McMullen, The (1995)",Comedy
145,112442,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
146,112342,"Amazing Panda Adventure, The (1995)",Adventure|Children
147,112461,"Basketball Diaries, The (1995)",Drama
148,112427,"Awfully Big Adventure, An (1995)",Drama
149,109093,Amateur (1994),Crime|Drama|Thriller
150,112384,Apollo 13 (1995),Adventure|Drama|IMAX
151,114287,Rob Roy (1995),Action|Drama|Romance|War
152,112288,"Addiction, The (1995)",Drama|Horror
153,112462,Batman Forever (1995),Action|Adventure|Comedy|Crime
154,61395,Beauty of the Day (Belle de jour) (1967),Drama
155,112495,Beyond Rangoon (1995),Adventure|Drama|War
156,112541,Blue in the Face (1995),Comedy|Drama
157,109370,Canadian Bacon (1995),Comedy|War
158,112642,Casper (1995),Adventure|Children
159,112688,Clockers (1995),Crime|Drama|Mystery
160,112715,Congo (1995),Action|Adventure|Mystery|Sci-Fi
161,112740,Crimson Tide (1995),Drama|Thriller|War
162,109508,Crumb (1994),Documentary
163,112851,Desperado (1995),Action|Romance|Western
164,112857,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
165,112864,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
166,112887,"Doom Generation, The (1995)",Comedy|Crime|Drama
168,113071,First Knight (1995),Action|Drama|Romance
169,113114,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
170,113243,Hackers (1995),Action|Adventure|Crime|Thriller
171,113464,Jeffrey (1995),Comedy|Drama
172,113481,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
173,113492,Judge Dredd (1995),Action|Crime|Sci-Fi
174,113500,Jury Duty (1995),Comedy
175,113540,Kids (1995),Drama
176,113677,Living in Oblivion (1995),Comedy
177,113690,Lord of Illusions (1995),Horror
178,107447,Love & Human Remains (1993),Comedy|Drama
179,113729,Mad Love (1995),Drama|Romance
180,113749,Mallrats (1995),Comedy|Romance
181,113820,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
183,110604,Mute Witness (1994),Comedy|Horror|Thriller
184,110620,Nadja (1994),Drama
185,113957,"Net, The (1995)",Action|Crime|Thriller
186,113986,Nine Months (1995),Comedy|Romance
187,114095,Party Girl (1995),Comedy
188,114194,"Prophecy, The (1995)",Fantasy|Horror|Mystery
189,114241,Reckless (1995),Comedy|Fantasy
190,114323,Safe (1995),Thriller
191,114345,"Scarlet Letter, The (1995)",Drama|Romance
193,114436,Showgirls (1995),Drama
194,114478,Smoke (1995),Comedy|Drama
195,114496,Something to Talk About (1995),Comedy|Drama|Romance
196,114508,Species (1995),Horror|Sci-Fi
198,114558,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,58450,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
201,114663,Three Wishes (1995),Drama|Fantasy
202,114702,Total Eclipse (1995),Drama|Romance
203,114682,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
204,114781,Under Siege 2: Dark Territory (1995),Action
205,114798,Unstrung Heroes (1995),Comedy|Drama
206,114805,Unzipped (1995),Documentary
207,114887,"Walk in the Clouds, A (1995)",Drama|Romance
208,114898,Waterworld (1995),Action|Adventure|Sci-Fi
209,114928,White Man's Burden (1995),Drama
210,114938,Wild Bill (1995),Western
211,109340,"Browning Version, The (1994)",Drama
212,112602,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
213,111579,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
214,110882,Before the Rain (Pred dozhdot) (1994),Drama|War
215,112471,Before Sunrise (1995),Drama|Romance
216,112508,Billy Madison (1995),Comedy
217,112438,"Babysitter, The (1995)",Drama|Thriller
218,112571,Boys on the Side (1995),Comedy|Drama
219,112757,"Cure, The (1995)",Drama
220,112643,Castle Freak (1995),Horror
222,112679,Circle of Friends (1995),Drama|Romance
223,109445,Clerks (1994),Comedy
224,112883,Don Juan DeMarco (1995),Comedy|Drama|Romance
225,109635,Disclosure (1994),Drama|Thriller
227,109676,Drop Zone (1994),Action|Thriller
228,112854,Destiny Turns on the Radio (1995),Comedy
229,109579,Death and the Maiden (1994),Drama|Thriller
230,109642,Dolores Claiborne (1995),Drama|Thriller
231,109686,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
232,111797,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
233,109759,Exotica (1994),Drama
234,109758,Exit to Eden (1994),Comedy
235,109707,Ed Wood (1994),Comedy|Drama
236,113117,French Kiss (1995),Action|Comedy|Romance
237,113097,Forget Paris (1995),Comedy|Romance
238,113028,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
239,113198,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
240,113303,Hideaway (1995),Thriller
241,113089,Fluke (1995),Children|Drama
242,109771,Farinelli: il castrato (1994),Drama|Musical
243,113199,Gordy (1995),Children|Comedy|Fantasy
246,110057,Hoop Dreams (1994),Documentary
247,110005,Heavenly Creatures (1994),Crime|Drama
248,110066,Houseguest (1994),Comedy
249,110116,Immortal Beloved (1994),Drama|Romance
250,110006,Heavyweights (Heavy Weights) (1995),Children|Comedy
251,113360,"Hunted, The (1995)",Action
252,110099,I.Q. (1994),Comedy|Romance
253,110148,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
254,113463,Jefferson in Paris (1995),Drama
255,110189,"Jerky Boys, The (1995)",Comedy
256,110216,Junior (1994),Comedy|Sci-Fi
257,113501,Just Cause (1995),Mystery|Thriller
258,113538,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
259,113552,Kiss of Death (1995),Crime|Drama|Thriller
260,76759,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
261,110367,Little Women (1994),Drama
262,113670,"Little Princess, A (1995)",Children|Drama
263,110296,Ladybird Ladybird (1994),Drama
265,103994,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
266,110322,Legends of the Fall (1994),Drama|Romance|War|Western
267,110443,Major Payne (1995),Comedy
269,107566,My Crazy Life (Mi vida loca) (1993),Drama
270,110391,Love Affair (1994),Drama|Romance
271,113691,Losing Isaiah (1995),Drama
272,110428,"Madness of King George, The (1994)",Comedy|Drama
273,109836,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
274,113755,Man of the House (1995),Comedy
275,110538,Mixed Nuts (1994),Comedy
276,110516,Milk Money (1994),Comedy|Romance
277,110527,Miracle on 34th Street (1994),Drama
278,113808,Miami Rhapsody (1995),Comedy
279,113896,My Family (1995),Drama
280,113870,Murder in the First (1995),Drama|Thriller
281,110684,Nobody's Fool (1994),Comedy|Drama|Romance
282,110638,Nell (1994),Drama
283,113967,New Jersey Drive (1995),Crime|Drama
284,117169,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime
285,106402,Beyond Bedlam (1993),Drama|Horror
287,110671,Nina Takes a Lover (1994),Comedy|Romance
288,110632,Natural Born Killers (1994),Action|Crime|Thriller
289,110737,Only You (1994),Comedy|Romance
290,110729,Once Were Warriors (1994),Crime|Drama
291,114151,Poison Ivy II (1996),Drama|Thriller
292,114069,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
293,110413,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
294,114113,"Perez Family, The (1995)",Comedy|Romance
295,114210,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
296,110912,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
298,105652,Pushing Hands (Tui shou) (1992),Drama
299,110889,Priest (1994),Drama
300,110932,Quiz Show (1994),Drama
301,114129,Picture Bride (Bijo photo) (1994),Drama|Romance
302,110963,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
303,114214,"Quick and the Dead, The (1995)",Action|Thriller|Western
304,114296,Roommates (1995),Comedy|Drama
305,110907,Ready to Wear (Pret-A-Porter) (1994),Comedy
306,111495,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
307,108394,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
308,111507,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
310,114268,Rent-a-Kid (1995),Comedy
311,110965,Relative Fear (1994),Horror|Thriller
312,114571,Stuart Saves His Family (1995),Comedy
313,111333,"Swan Princess, The (1994)",Animation|Children
314,111112,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
315,111255,"Specialist, The (1994)",Action|Drama|Thriller
316,111282,Stargate (1994),Action|Adventure|Sci-Fi
317,111070,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
318,111161,"Shawshank Redemption, The (1994)",Crime|Drama
319,111149,Shallow Grave (1994),Comedy|Drama|Thriller
320,108260,Suture (1993),Film-Noir|Thriller
321,106966,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
322,114594,Swimming with Sharks (1995),Comedy|Drama
324,111309,"Sum of Us, The (1994)",Comedy|Drama
325,113936,National Lampoon's Senior Trip (1995),Comedy
326,110081,To Live (Huozhe) (1994),Drama
327,114614,Tank Girl (1995),Action|Comedy|Sci-Fi
328,114608,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
329,111280,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
330,114609,Tales from the Hood (1995),Action|Crime|Horror
331,111454,Tom & Viv (1994),Drama
332,114852,Village of the Damned (1995),Horror|Sci-Fi
333,114694,Tommy Boy (1995),Comedy
334,111590,Vanya on 42nd Street (1994),Drama
335,114788,Underneath (1995),Mystery|Thriller
336,114888,"Walking Dead, The (1995)",Drama|War
337,108550,What's Eating Gilbert Grape (1993),Drama
338,114857,Virtuosity (1995),Action|Sci-Fi|Thriller
339,114924,While You Were Sleeping (1995),Comedy|Romance
340,111667,"War, The (1994)",Adventure|Drama|War
341,109655,Double Happiness (1994),Drama
342,110598,Muriel's Wedding (1994),Comedy
343,112435,"Baby-Sitters Club, The (1995)",Children
344,109040,Ace Ventura: Pet Detective (1994),Comedy
345,109045,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
346,106339,Backbeat (1993),Drama|Musical
347,104779,Bitter Moon (1992),Drama|Film-Noir|Romance
348,109348,Bullets Over Broadway (1994),Comedy
349,109444,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
350,109446,"Client, The (1994)",Drama|Mystery|Thriller
351,109484,"Corrina, Corrina (1994)",Comedy|Drama|Romance
352,109504,Crooklyn (1994),Comedy|Drama
353,109506,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
354,109450,Cobb (1994),Drama
355,109813,"Flintstones, The (1994)",Children|Comedy|Fantasy
356,109830,Forrest Gump (1994),Comedy|Drama|Romance|War
357,109831,Four Weddings and a Funeral (1994),Comedy|Romance
358,113305,Higher Learning (1995),Drama
359,110091,I Like It Like That (1994),Comedy|Drama|Romance
360,110093,I Love Trouble (1994),Action|Comedy
361,110167,It Could Happen to You (1994),Comedy|Drama|Romance
362,110213,"Jungle Book, The (1994)",Adventure|Children|Romance
363,107472,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
364,110357,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
365,107426,Little Buddha (1993),Drama
366,111686,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
367,110475,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
368,110478,Maverick (1994),Adventure|Comedy|Western
369,110588,Mrs. Parker and the Vicious Circle (1994),Drama
370,110622,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
371,110771,"Paper, The (1994)",Comedy|Drama
372,110950,Reality Bites (1994),Comedy|Drama|Romance
373,105226,Red Rock West (1992),Thriller
374,110989,Richie Rich (1994),Children|Comedy
376,110997,"River Wild, The (1994)",Action|Thriller
377,111257,Speed (1994),Action|Romance|Thriller
378,111256,Speechless (1994),Comedy|Romance
379,111438,Timecop (1994),Action|Sci-Fi|Thriller
380,111503,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
381,111693,When a Man Loves a Woman (1994),Drama|Romance
382,111742,Wolf (1994),Drama|Horror|Romance|Thriller
383,111756,Wyatt Earp (1994),Western
384,112443,Bad Company (1995),Action|Crime|Drama
385,110455,"Man of No Importance, A (1994)",Drama
386,111048,S.F.W. (1994),Drama
387,110399,"Low Down Dirty Shame, A (1994)",Action|Comedy
388,112570,Boys Life (1995),Drama
389,109454,"Colonel Chabert, Le (1994)",Drama|Romance|War
390,59170,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
391,110186,Jason's Lyric (1994),Crime|Drama
393,111301,Street Fighter (1994),Action|Adventure|Fantasy
405,110027,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
406,109785,Federal Hill (1994),Drama
407,113409,In the Mouth of Madness (1995),Horror|Thriller
408,109021,8 Seconds (1994),Drama
409,109035,Above the Rim (1994),Crime|Drama
410,106220,Addams Family Values (1993),Children|Comedy|Fantasy
412,106226,"Age of Innocence, The (1993)",Drama
413,109068,Airheads (1994),Comedy
414,109067,"Air Up There, The (1994)",Comedy
415,106292,Another Stakeout (1993),Comedy|Thriller
416,109198,Bad Girls (1994),Western
417,109219,Barcelona (1994),Comedy|Romance
418,106379,Being Human (1993),Drama
419,106400,"Beverly Hillbillies, The (1993)",Comedy
420,109254,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
421,109279,Black Beauty (1994),Adventure|Children|Drama
422,109297,Blink (1994),Thriller
423,109303,Blown Away (1994),Action|Thriller
424,109305,Blue Chips (1994),Drama
425,109306,Blue Sky (1994),Drama|Romance
426,106452,Body Snatchers (1993),Horror|Sci-Fi|Thriller
427,106471,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
428,106489,"Bronx Tale, A (1993)",Drama
429,109361,Cabin Boy (1994),Comedy
430,106505,Calendar Girl (1993),Comedy|Drama
431,106519,Carlito's Way (1993),Crime|Drama
432,109439,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
433,109443,Clean Slate (1994),Comedy
434,106582,Cliffhanger (1993),Action|Adventure|Thriller
435,106598,Coneheads (1993),Comedy|Sci-Fi
436,109456,Color of Night (1994),Drama|Thriller
437,109480,Cops and Robbersons (1994),Comedy
438,109493,"Cowboy Way, The (1994)",Action|Comedy|Drama
440,106673,Dave (1993),Comedy|Romance
441,106677,Dazed and Confused (1993),Comedy
442,106697,Demolition Man (1993),Action|Adventure|Sci-Fi
444,106834,Even Cowgirls Get the Blues (1993),Comedy|Romance
445,106873,Fatal Instinct (1993),Comedy
446,106332,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
448,106881,Fearless (1993),Drama
449,106880,Fear of a Black Hat (1994),Comedy
450,111732,With Honors (1994),Comedy|Drama
451,106926,Flesh and Bone (1993),Drama|Mystery|Romance
452,111712,Widows' Peak (1994),Drama
453,106941,For Love or Money (1993),Comedy|Romance
454,106918,"Firm, The (1993)",Drama|Thriller
455,106965,Free Willy (1993),Adventure|Children|Drama
456,109842,Fresh (1994),Crime|Drama|Thriller
457,106977,"Fugitive, The (1993)",Thriller
458,107004,Geronimo: An American Legend (1993),Drama|Western
459,109890,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
460,109891,Getting Even with Dad (1994),Comedy
461,109913,Go Fish (1994),Drama|Romance
464,107076,Hard Target (1993),Action|Adventure|Crime|Thriller
466,107144,Hot Shots! Part Deux (1993),Action|Comedy|War
467,113674,Live Nude Girls (1995),Comedy
468,112966,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
469,107151,"House of the Spirits, The (1993)",Drama|Romance
470,110064,House Party 3 (1994),Comedy
471,110074,"Hudsucker Proxy, The (1994)",Comedy
472,110097,I'll Do Anything (1994),Comedy|Drama
473,110123,In the Army Now (1994),Comedy|War
474,107206,In the Line of Fire (1993),Action|Thriller
475,107207,In the Name of the Father (1993),Drama
476,110137,"Inkwell, The (1994)",Comedy|Drama
477,108551,What's Love Got to Do with It? (1993),Drama|Musical
478,110197,Jimmy Hollywood (1994),Comedy|Crime|Drama
479,107286,Judgment Night (1993),Action|Crime|Thriller
480,107290,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
481,107302,Kalifornia (1993),Drama|Thriller
482,110265,Killing Zoe (1994),Crime|Drama|Thriller
484,110305,Lassie (1994),Adventure|Children
485,107362,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
486,107413,Life with Mikey (1993),Comedy
487,110353,Lightning Jack (1994),Comedy|Western
488,107468,M. Butterfly (1993),Drama|Romance
489,107478,Made in America (1993),Comedy
490,107497,Malice (1993),Thriller
491,107501,"Man Without a Face, The (1993)",Drama
492,107507,Manhattan Murder Mystery (1993),Comedy|Mystery
493,107554,Menace II Society (1993),Action|Crime|Drama
494,116253,Executive Decision (1996),Action|Adventure|Thriller
495,74102,In the Realm of the Senses (Ai no corrida) (1976),Drama
496,111689,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
497,107616,Much Ado About Nothing (1993),Comedy|Romance
499,107613,Mr. Wonderful (1993),Comedy|Romance
500,107614,Mrs. Doubtfire (1993),Comedy|Drama
501,107653,Naked (1993),Drama
502,110657,"Next Karate Kid, The (1994)",Action|Children|Romance
504,110678,No Escape (1994),Action|Drama|Sci-Fi
505,110687,North (1994),Comedy
506,107756,Orlando (1992),Drama|Fantasy|Romance
507,107808,"Perfect World, A (1993)",Crime|Drama|Thriller
508,107818,Philadelphia (1993),Drama
509,107822,"Piano, The (1993)",Drama|Romance
510,107840,Poetic Justice (1993),Drama
511,107889,"Program, The (1993)",Action|Drama
512,111003,"Puppet Masters, The (1994)",Horror|Sci-Fi
513,110939,Radioland Murders (1994),Comedy|Mystery|Romance
514,110955,"Ref, The (1994)",Comedy
515,107943,"Remains of the Day, The (1993)",Drama|Romance
516,110971,Renaissance Man (1994),Comedy|Drama
517,107969,Rising Sun (1993),Action|Drama|Mystery
518,111001,"Road to Wellville, The (1994)",Comedy
519,107978,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
520,107977,Robin Hood: Men in Tights (1993),Comedy
521,107983,Romeo Is Bleeding (1993),Crime|Thriller
522,105275,Romper Stomper (1992),Action|Drama
523,108000,Ruby in Paradise (1993),Drama
524,108002,Rudy (1993),Drama
526,105032,"Savage Nights (Nuits fauves, Les) (1992)",Drama
527,108052,Schindler's List (1993),Drama|War
528,111094,"Scout, The (1994)",Comedy|Drama
529,108065,Searching for Bobby Fischer (1993),Drama
531,108071,"Secret Garden, The (1993)",Children|Drama
532,111127,Serial Mom (1994),Comedy|Crime|Horror
533,111143,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
534,108101,Shadowlands (1993),Drama|Romance
535,108122,Short Cuts (1993),Drama
536,111194,"Simple Twist of Fate, A (1994)",Drama
537,111201,Sirens (1994),Drama
538,108149,Six Degrees of Separation (1993),Drama
539,108160,Sleepless in Seattle (1993),Comedy|Drama|Romance
540,108162,Sliver (1993),Thriller
541,83658,Blade Runner (1982),Action|Sci-Fi|Thriller
542,108186,Son in Law (1993),Comedy|Drama|Romance
543,108174,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
544,108238,Striking Distance (1993),Action|Crime
546,108255,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,111323,Surviving the Game (1994),Action|Adventure|Thriller
548,111400,Terminal Velocity (1994),Action|Mystery|Thriller
549,108328,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
550,111418,Threesome (1994),Comedy|Romance
551,107688,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
552,108333,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
553,108358,Tombstone (1993),Action|Drama|Western
555,108399,True Romance (1993),Crime|Thriller
556,108515,"War Room, The (1993)",Documentary
558,110763,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
562,114906,Welcome to the Dollhouse (1995),Comedy|Drama
563,107002,Germinal (1993),Drama|Romance
564,109403,Chasers (1994),Comedy
567,107315,Kika (1993),Comedy|Drama
568,106408,Bhaji on the Beach (1993),Comedy|Drama
569,110363,Little Big League (1994),Comedy|Drama
573,107225,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
574,111252,Spanking the Monkey (1994),Comedy|Drama
575,110366,"Little Rascals, The (1994)",Children|Comedy
577,109120,Andre (1994),Adventure|Children|Drama
579,108059,"Escort, The (Scorta, La) (1993)",Crime|Thriller
580,110892,Princess Caraboo (1994),Drama
581,112651,"Celluloid Closet, The (1995)",Documentary
583,109382,Dear Diary (Caro Diario) (1994),Comedy|Drama
585,112572,"Brady Bunch Movie, The (1995)",Comedy
586,99785,Home Alone (1990),Children|Comedy
587,99653,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
588,103639,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
589,103064,Terminator 2: Judgment Day (1991),Action|Sci-Fi
590,99348,Dances with Wolves (1990),Adventure|Drama|Western
592,96895,Batman (1989),Action|Crime|Thriller
