,userId,movieId,imdbId,rating
230,1,3578,172495,5.0
231,1,3617,215129,4.0
232,2,318,111161,3.0
233,2,333,114694,4.0
234,2,1704,119217,4.5
235,2,3578,172495,4.0
236,2,6874,266697,4.0
237,2,68157,361748,4.5
238,2,8798,369339,3.5
239,2,48516,407887,4.0
240,2,46970,415306,4.0
241,2,58559,468569,4.5
242,2,115713,470752,3.5
243,2,109487,816692,3.0
244,2,60756,838283,5.0
245,2,80489,840361,4.5
246,2,106782,993846,5.0
247,2,74458,1130884,4.0
248,2,71535,1156398,3.0
249,2,89774,1291584,5.0
250,2,91529,1345836,3.5
251,2,79132,1375666,4.0
252,2,122882,1392190,5.0
253,2,86345,1421373,4.0
254,2,91658,1568346,2.5
255,2,77455,1587707,3.0
256,2,114060,1600196,2.0
257,2,80906,1645089,5.0
258,2,99114,1853728,3.5
259,2,112552,2582802,4.0
260,2,131724,4299972,5.0
261,3,2018,34492,0.5
262,3,2080,48280,0.5
263,3,914,58385,0.5
264,3,1272,66206,0.5
265,3,7991,72856,5.0
266,3,7899,72913,4.5
267,3,2090,76618,0.5
268,3,1263,77416,0.5
269,3,26409,78062,4.5
270,3,3024,78087,4.5
271,3,1371,79945,3.0
272,3,5181,80836,5.0
273,3,2851,81454,5.0
274,3,6835,82000,5.0
275,3,1587,82198,4.5
276,3,5746,82431,5.0
277,3,5764,82677,4.5
278,3,3703,82694,5.0
279,3,1124,82846,0.5
280,3,5919,83557,5.0
281,3,3210,83929,0.5
282,3,2288,84787,4.0
283,3,2105,84827,2.0
284,3,1275,91203,3.5
285,3,4518,95488,5.0
286,3,1302,97351,0.5
287,3,6238,99699,0.5
288,3,1093,101761,0.5
289,3,70946,105643,5.0
290,3,527,108052,0.5
291,3,31,112792,0.5
292,3,688,114048,0.5
293,3,647,115956,0.5
294,3,849,116225,5.0
295,3,720,118114,0.5
296,3,2424,128853,0.5
297,3,3949,180093,0.5
298,3,5048,281373,0.5
299,3,72378,1190080,0.5
300,4,920,31381,5.0
301,4,919,32138,5.0
302,4,1282,32455,5.0
303,4,898,32904,5.0
304,4,912,34583,5.0
305,4,2204,35279,5.0
306,4,2203,36342,4.0
307,4,930,38787,5.0
308,4,2186,44079,5.0
309,4,1283,44706,5.0
310,4,899,45152,4.0
311,4,1086,46912,5.0
312,4,904,47396,4.0
313,4,2019,47478,2.0
314,4,1103,48545,5.0
315,4,3365,49730,5.0
316,4,1203,50083,5.0
317,4,1250,50212,5.0
318,4,937,50658,3.0
319,4,2351,50783,4.0
320,4,2874,50814,4.0
321,4,908,53125,5.0
322,4,910,53291,5.0
323,4,1219,54215,4.0
324,4,902,54698,4.0
325,4,1947,55614,5.0
326,4,1025,57546,4.0
327,4,914,58385,5.0
328,4,3788,60176,3.0
329,4,1084,61418,5.0
330,4,2078,61852,5.0
331,4,1304,64115,3.0
332,4,599,65214,2.0
333,4,1073,67992,4.0
334,4,2921,68699,4.0
335,4,1077,70707,5.0
336,4,1136,71853,5.0
337,4,3508,75029,5.0
338,4,260,76759,5.0
339,4,3204,77269,4.0
340,4,2109,79367,4.0
341,4,1080,79470,5.0
342,4,2791,80339,5.0
343,4,1196,80684,5.0
344,4,2150,80801,5.0
345,4,1198,82971,3.0
346,4,3591,85970,1.0
347,4,1225,86879,4.0
348,4,2406,88011,4.0
349,4,1288,88258,4.0
350,4,1199,88846,2.0
351,4,1968,88847,4.0
352,4,2076,90756,4.0
353,4,1967,91369,5.0
354,4,2467,91605,4.0
355,4,2145,91790,3.0
356,4,1259,92005,4.0
357,4,1211,93191,1.0
358,4,4121,93260,4.0
359,4,4002,93748,3.0
360,4,1197,93779,5.0
361,4,3033,94012,4.0
362,4,2174,94721,5.0
363,4,1079,95159,2.0
364,4,2926,95270,5.0
365,4,2973,97123,2.0
366,4,1291,97576,4.0
367,4,1213,99685,4.0
368,4,1179,99703,4.0
369,4,1966,100142,2.0
370,4,595,101414,3.0
371,4,3060,101605,4.0
372,4,3044,101669,5.0
373,4,3358,101698,3.0
374,4,3489,102057,1.0
375,4,3386,102138,4.0
376,4,1279,102536,2.0
377,4,593,102926,5.0
378,4,3809,103241,3.0
379,4,588,103639,4.0
380,4,265,103994,5.0
381,4,1094,104036,3.0
382,4,3255,104694,4.0
383,4,1188,105488,5.0
384,4,1266,105695,4.0
385,4,441,106677,1.0
386,4,457,106977,5.0
387,4,1265,107048,4.0
388,4,475,107207,5.0
389,4,492,107507,5.0
390,4,509,107822,1.0
391,4,538,108149,5.0
392,4,539,108160,1.0
393,4,553,108358,2.0
394,4,345,109045,4.0
395,4,417,109219,2.0
396,4,348,109348,4.0
397,4,351,109484,3.0
398,4,162,109508,5.0
399,4,235,109707,2.0
400,4,357,109831,3.0
401,4,247,110005,3.0
402,4,106,110251,4.0
403,4,368,110478,4.0
404,4,759,110480,3.0
405,4,342,110598,5.0
406,4,126,110647,1.0
407,4,58,110877,3.0
408,4,296,110912,1.0
409,4,319,111149,5.0
410,4,450,111732,2.0
411,4,232,111797,5.0
412,4,215,112471,5.0
413,4,222,112679,1.0
414,4,21,113161,3.0
415,4,171,113464,3.0
416,4,176,113677,5.0
417,4,52,113819,3.0
418,4,190,114323,2.0
419,4,47,114369,2.0
420,4,45,114681,3.0
421,4,32,114746,2.0
422,4,1046,115640,5.0
423,4,1183,116209,1.0
424,4,1057,116242,3.0
425,4,608,116282,5.0
426,4,125,116324,5.0
427,4,800,116905,4.0
428,4,1391,116996,1.0
429,4,648,117060,3.0
430,4,1060,117802,2.0
431,4,708,117979,4.0
432,4,892,117991,4.0
433,4,1449,118111,5.0
434,4,1733,118566,5.0
435,4,1517,118655,4.0
436,4,4144,118694,3.0
437,4,1732,118715,4.0
438,4,1916,118789,1.0
439,4,1883,118798,4.0
440,4,2324,118799,1.0
441,4,2843,118843,5.0
442,4,1597,118883,1.0
443,4,1466,119008,4.0
444,4,1641,119164,4.0
445,4,1704,119217,1.0
446,4,1500,119229,4.0
447,4,1860,119448,2.0
448,4,1617,119488,2.0
449,4,1734,119590,3.0
450,4,1580,119654,3.0
451,4,1834,120176,5.0
452,4,4029,120202,3.0
453,4,1719,120255,4.0
454,4,1914,120321,4.0
455,4,2997,120601,4.0
456,4,2712,120663,2.0
457,4,1907,120762,3.0
458,4,1885,120777,3.0
459,4,1892,120787,2.0
460,4,2628,120915,1.0
461,4,2583,126250,5.0
462,4,2282,126604,1.0
463,4,2599,126886,5.0
464,4,2336,127536,2.0
465,4,1895,127723,4.0
466,4,2395,128445,3.0
467,4,1923,129387,3.0
468,4,2692,130827,5.0
469,4,2770,131325,2.0
470,4,2571,133093,1.0
471,4,3176,134119,4.0
472,4,2959,137523,2.0
473,4,2683,145660,4.0
474,4,4033,146309,4.0
475,4,3481,146882,2.0
476,4,2390,147004,5.0
477,4,2763,155267,1.0
478,4,4641,162346,1.0
479,4,3538,166175,2.0
480,4,2359,166396,4.0
481,4,2762,167404,4.0
482,4,2858,169547,5.0
483,4,3160,175880,4.0
484,4,3175,177789,1.0
485,4,3079,178737,3.0
486,4,4034,181865,5.0
487,4,3897,181875,4.0
488,4,3317,185014,4.0
489,4,3083,185125,5.0
490,4,3996,190332,4.0
491,4,4027,190590,3.0
492,4,3408,195685,4.0
493,4,4260,199129,2.0
494,4,4308,203009,1.0
495,4,4741,203166,3.0
496,4,4226,209144,2.0
497,4,3911,218839,3.0
498,4,4020,219699,3.0
499,4,4239,221027,5.0
500,4,4347,234288,4.0
501,4,4074,234805,3.0
502,4,4273,240913,4.0
503,4,4014,241303,1.0
504,4,4896,241527,4.0
505,4,4765,242587,5.0
506,4,4881,243133,3.0
507,4,4246,243155,4.0
508,4,4381,243493,3.0
509,4,4021,247196,4.0
510,4,3967,249462,4.0
511,4,4166,251031,3.0
512,4,3851,251739,5.0
513,4,4252,255094,3.0
514,4,4902,256009,4.0
515,4,4967,283509,5.0
516,5,594,29583,5.0
517,5,596,32910,5.0
518,5,592,96895,3.0
519,5,590,99348,5.0
520,5,597,100405,3.0
521,5,595,101414,5.0
522,5,589,103064,3.0
523,5,588,103639,4.0
524,5,265,103994,3.0
525,5,410,106220,3.0
526,5,457,106977,4.0
527,5,474,107206,4.0
528,5,475,107207,5.0
529,5,515,107943,3.0
530,5,527,108052,5.0
531,5,531,108071,4.0
532,5,534,108101,3.0
533,5,344,109040,3.0
534,5,349,109444,3.0
535,5,357,109831,2.0
536,5,247,110005,5.0
537,5,253,110148,3.0
538,5,266,110322,1.0
539,5,364,110357,3.0
540,5,261,110367,4.0
541,5,367,110475,4.0
542,5,290,110729,5.0
543,5,58,110877,5.0
544,5,296,110912,5.0
545,5,300,110932,3.0
546,5,318,111161,3.0
547,5,316,111282,2.0
548,5,380,111503,2.0
549,5,232,111797,4.0
550,5,150,112384,3.0
551,5,34,112431,4.0
552,5,153,112462,3.0
553,5,110,112573,4.0
554,5,39,112697,3.0
555,5,36,112818,4.0
556,5,21,113161,4.0
557,5,1,114709,4.0
558,5,50,114814,4.0
559,5,608,116282,3.0
560,6,594,29583,4.0
561,6,596,32910,3.0
562,6,1084,61418,3.0
563,6,775,63715,3.0
564,6,616,65421,5.0
565,6,1073,67992,3.0
566,6,1082,68334,4.0
567,6,709,95776,5.0
568,6,592,96895,3.0
569,6,590,99348,5.0
570,6,587,99653,5.0
571,6,597,100405,4.0
572,6,595,101414,5.0
573,6,593,102926,4.0
574,6,589,103064,3.0
575,6,588,103639,5.0
576,6,265,103994,3.0
577,6,347,104779,3.0
578,6,410,106220,3.0
579,6,412,106226,3.0
580,6,415,106292,4.0
581,6,419,106400,3.0
582,6,426,106452,3.0
583,6,434,106582,4.0
584,6,435,106598,3.0
585,6,440,106673,4.0
586,6,445,106873,3.0
587,6,454,106918,4.0
588,6,455,106965,3.0
589,6,457,106977,5.0
590,6,458,107004,3.0
591,6,466,107144,2.0
592,6,469,107151,4.0
593,6,474,107206,4.0
594,6,475,107207,4.0
595,6,480,107290,5.0
596,6,485,107362,3.0
597,6,489,107478,3.0
598,6,490,107497,3.0
599,6,491,107501,4.0
600,6,493,107554,3.0
601,6,500,107614,5.0
602,6,497,107616,3.0
603,6,508,107818,4.0
604,6,509,107822,3.0
605,6,510,107840,3.0
606,6,515,107943,4.0
607,6,520,107977,3.0
608,6,524,108002,3.0
609,6,527,108052,3.0
610,6,531,108071,3.0
611,6,539,108160,3.0
612,6,540,108162,3.0
613,6,543,108174,3.0
614,6,542,108186,4.0
615,6,546,108255,2.0
616,6,552,108333,3.0
617,6,553,108358,5.0
618,6,337,108550,5.0
619,6,477,108551,4.0
620,6,344,109040,3.0
621,6,416,109198,3.0
622,6,348,109348,3.0
623,6,432,109439,5.0
624,6,349,109444,5.0
625,6,350,109446,5.0
626,6,354,109450,4.0
627,6,437,109480,3.0
628,6,351,109484,4.0
629,6,352,109504,3.0
630,6,353,109506,4.0
631,6,225,109635,4.0
632,6,230,109642,5.0
633,6,231,109686,3.0
634,6,234,109758,2.0
635,6,355,109813,4.0
636,6,356,109830,5.0
637,6,357,109831,3.0
638,6,273,109836,3.0
639,6,460,109891,3.0
640,6,250,110006,4.0
641,6,405,110027,3.0
642,6,248,110066,5.0
643,6,359,110091,3.0
644,6,360,110093,3.0
645,6,472,110097,3.0
646,6,252,110099,4.0
647,6,253,110148,3.0
648,6,361,110167,4.0
649,6,362,110213,3.0
650,6,256,110216,3.0
651,6,266,110322,3.0
652,6,364,110357,5.0
653,6,569,110363,4.0
654,6,575,110366,3.0
655,6,261,110367,4.0
656,6,270,110391,3.0
657,6,293,110413,3.0
658,6,267,110443,3.0
659,6,367,110475,4.0
660,6,368,110478,5.0
661,6,276,110516,4.0
662,6,277,110527,5.0
663,6,342,110598,3.0
664,6,370,110622,4.0
665,6,288,110632,2.0
666,6,282,110638,3.0
667,6,126,110647,3.0
668,6,502,110657,3.0
669,6,281,110684,4.0
670,6,505,110687,3.0
671,6,289,110737,3.0
672,6,371,110771,3.0
673,6,296,110912,2.0
674,6,302,110963,3.0
675,6,516,110971,4.0
676,6,374,110989,3.0
677,6,317,111070,4.0
678,6,314,111112,5.0
679,6,532,111127,3.0
680,6,318,111161,5.0
681,6,536,111194,3.0
682,6,537,111201,3.0
683,6,795,111237,3.0
684,6,315,111255,4.0
685,6,378,111256,3.0
686,6,377,111257,5.0
687,6,329,111280,4.0
688,6,316,111282,5.0
689,6,313,111333,3.0
690,6,548,111400,3.0
691,6,380,111503,4.0
692,6,340,111667,4.0
693,6,366,111686,3.0
694,6,381,111693,3.0
695,6,450,111732,4.0
696,6,382,111742,3.0
697,6,383,111756,3.0
698,6,19,112281,2.0
699,6,8,112302,3.0
700,6,146,112342,4.0
701,6,11,112346,4.0
702,6,700,112368,4.0
703,6,150,112384,4.0
704,6,34,112431,4.0
705,6,343,112435,3.0
706,6,217,112438,3.0
707,6,145,112442,4.0
708,6,13,112453,3.0
709,6,153,112462,3.0
710,6,54,112499,4.0
711,6,216,112508,4.0
712,6,667,112536,3.0
713,6,218,112571,2.0
714,6,110,112573,5.0
715,6,105,112579,3.0
716,6,212,112602,4.0
717,6,606,112625,3.0
718,6,16,112641,4.0
719,6,158,112642,4.0
720,6,222,112679,4.0
721,6,159,112688,3.0
722,6,160,112715,5.0
723,6,22,112722,5.0
724,6,161,112740,3.0
725,6,219,112757,3.0
726,6,15,112760,4.0
727,6,31,112792,3.0
728,6,36,112818,5.0
729,6,163,112851,3.0
730,6,165,112864,3.0
731,6,224,112883,3.0
732,6,468,112966,4.0
733,6,5,113041,5.0
734,6,168,113071,5.0
735,6,237,113097,4.0
736,6,236,113117,4.0
737,6,21,113161,2.0
738,6,10,113189,3.0
739,6,239,113198,3.0
740,6,243,113199,3.0
741,6,3,113228,5.0
742,6,170,113243,3.0
743,6,891,113253,3.0
744,6,6,113277,4.0
745,6,240,113303,3.0
746,6,358,113305,3.0
747,6,112,113326,4.0
748,6,46,113347,4.0
749,6,251,113360,3.0
750,6,60,113419,4.0
751,6,254,113463,3.0
752,6,171,113464,3.0
753,6,2,113497,4.0
754,6,174,113500,3.0
755,6,257,113501,5.0
756,6,258,113538,3.0
757,6,888,113596,3.0
758,6,25,113627,3.0
759,6,262,113670,5.0
760,6,177,113690,3.0
761,6,271,113691,4.0
762,6,179,113729,1.0
763,6,180,113749,2.0
764,6,274,113755,4.0
765,6,181,113820,3.0
766,6,62,113862,4.0
767,6,279,113896,3.0
768,6,185,113957,3.0
769,6,89,113972,4.0
770,6,186,113986,3.0
771,6,979,114007,3.0
772,6,27,114011,3.0
773,6,26,114057,4.0
774,6,292,114069,4.0
775,6,291,114151,3.0
776,6,24,114168,4.0
777,6,303,114214,3.0
778,6,189,114241,3.0
779,6,310,114268,3.0
780,6,43,114272,4.0
781,6,41,114279,4.0
782,6,151,114287,4.0
783,6,304,114296,4.0
784,6,7,114319,4.0
785,6,191,114345,2.0
786,6,76,114367,4.0
787,6,47,114369,4.0
788,6,17,114388,4.0
789,6,195,114496,4.0
790,6,196,114508,3.0
791,6,312,114571,1.0
792,6,330,114609,3.0
793,6,327,114614,1.0
794,6,201,114663,3.0
795,6,45,114681,3.0
796,6,333,114694,5.0
797,6,32,114746,4.0
798,6,204,114781,3.0
799,6,205,114798,3.0
800,6,50,114814,1.0
801,6,93,114825,4.0
802,6,332,114852,3.0
803,6,4,114885,3.0
804,6,207,114887,4.0
805,6,336,114888,3.0
806,6,208,114898,3.0
807,6,339,114924,4.0
808,6,209,114928,3.0
809,6,210,114938,4.0
810,6,999,115438,2.0
811,6,1064,115491,4.0
812,6,631,115509,4.0
813,6,113,115645,3.0
814,6,65,115683,3.0
815,6,141,115685,4.0
816,6,88,115697,2.0
817,6,95,115759,4.0
818,6,867,115836,3.0
819,6,710,115851,3.0
820,6,1006,115862,4.0
821,6,100,115907,3.0
822,6,647,115956,4.0
823,6,839,115986,3.0
824,6,640,116095,1.0
825,6,135,116130,3.0
826,6,87,116151,3.0
827,6,838,116191,4.0
828,6,494,116253,3.0
829,6,61,116260,4.0
830,6,608,116282,3.0
831,6,662,116287,3.0
832,6,697,116289,3.0
833,6,881,116311,3.0
834,6,830,116313,5.0
835,6,711,116322,4.0
836,6,986,116329,4.0
837,6,835,116353,4.0
838,6,799,116365,3.0
839,6,1049,116409,5.0
840,6,1004,116421,4.0
841,6,104,116483,4.0
842,6,801,116493,3.0
843,6,609,116552,4.0
844,6,783,116583,5.0
845,6,780,116629,5.0
846,6,880,116654,3.0
847,6,765,116669,3.0
848,6,79,116731,3.0
849,6,996,116830,4.0
850,6,66,116839,3.0
851,6,92,117002,4.0
852,6,837,117008,3.0
853,6,991,117039,4.0
854,6,102,117102,1.0
855,6,719,117108,2.0
856,6,802,117333,4.0
857,6,628,117381,3.0
858,6,704,117420,3.0
859,6,637,117608,4.0
860,6,1061,117665,4.0
861,6,848,117718,4.0
862,6,762,117765,1.0
863,6,747,117768,3.0
864,6,694,117774,3.0
865,6,842,117826,3.0
866,6,1042,117887,3.0
867,6,852,117918,4.0
868,6,708,117979,4.0
869,6,736,117998,5.0
870,6,140,118055,3.0
871,6,818,118073,3.0
872,6,86,118158,5.0
873,6,981,118927,3.0
874,7,920,31381,3.0
875,7,2019,47478,5.0
876,7,1219,54215,5.0
877,7,750,57012,4.0
878,7,924,62622,4.0
879,7,2529,63442,5.0
880,7,8207,69947,4.5
881,7,1954,75148,4.5
882,7,260,76759,5.0
883,7,2640,78346,3.0
884,7,1208,78788,4.0
885,7,1220,80455,4.5
886,7,1196,80684,4.0
887,7,1210,86190,4.0
888,7,1240,88247,5.0
889,7,1270,88763,5.0
890,7,1101,92099,4.0
891,7,592,96895,3.0
892,7,1246,97165,1.5
893,7,2717,97428,3.5
894,7,587,99653,2.0
895,7,1610,99810,4.0
896,7,595,101414,3.5
897,7,3869,102510,5.0
898,7,593,102926,5.0
899,7,589,103064,2.5
900,7,588,103639,3.0
901,7,466,107144,5.0
902,7,480,107290,5.0
903,7,356,109830,5.0
904,7,58,110877,3.0
905,7,380,111503,3.0
906,7,150,112384,4.5
907,7,165,112864,4.0
908,7,1,114709,4.5
909,7,50,114814,4.5
910,7,1183,116209,1.5
911,7,780,116629,4.5
912,7,648,117060,4.0
913,7,1517,118655,3.5
914,7,2324,118799,2.0
915,7,1584,118884,5.0
916,7,1617,119488,3.0
917,7,1784,119822,0.5
918,7,3114,120363,4.5
919,7,1682,120382,3.0
920,7,1917,120591,4.0
921,7,2353,120660,3.5
922,7,4993,120737,4.5
923,7,3623,120755,1.0
924,7,2701,120891,1.5
925,7,3793,120903,3.5
926,7,5459,120912,3.0
927,7,2628,120915,1.5
928,7,5378,121765,0.5
929,7,33493,121766,1.0
930,7,2671,125439,4.5
931,7,4306,126029,4.0
932,7,1923,129387,1.5
933,7,4643,133152,1.0
934,7,2688,144214,2.5
935,7,5349,145487,3.5
936,7,2683,145660,2.0
937,7,3977,160127,2.5
938,7,7153,167260,4.0
939,7,5952,167261,4.5
940,7,2762,167404,4.5
941,7,2858,169547,4.0
942,7,3578,172495,1.5
943,7,5445,181689,4.0
944,7,3354,183523,1.5
945,7,3408,195685,4.5
946,7,4886,198781,4.0
947,7,4018,207201,4.0
948,7,3916,210945,4.0
949,7,4370,212720,4.5
950,7,4310,213149,0.5
951,7,4223,215750,2.0
952,7,3994,217869,3.0
953,7,4844,219965,1.5
954,7,6365,234215,4.0
955,7,4963,240772,4.0
956,7,4896,241527,4.0
957,7,6934,242653,2.0
958,7,4246,243155,2.0
959,7,5618,245429,5.0
960,7,4700,247638,1.5
961,7,5464,257044,3.0
962,7,5989,264464,4.0
963,7,5218,268380,3.5
964,7,4995,268978,4.5
965,7,4874,272152,3.0
966,7,5502,286106,1.5
967,7,6534,286716,0.5
968,7,6333,290334,4.0
969,7,30816,293508,2.0
970,7,5816,295297,4.5
971,7,8360,298148,3.5
972,7,5991,299658,4.5
973,7,8368,304141,2.5
974,7,8907,307453,1.0
975,7,8970,308644,2.5
976,7,8636,316654,4.5
977,7,45517,317219,4.5
978,7,8961,317705,4.0
979,7,33162,320661,3.5
980,7,7143,325710,4.5
981,7,6539,325980,4.5
982,7,8373,327162,2.0
983,7,8666,327554,1.0
984,7,7445,328107,4.0
985,7,6863,332379,4.5
986,7,7155,337909,3.0
987,7,8965,338348,1.0
988,7,30812,338751,3.5
989,7,32029,340163,2.0
990,7,8865,346156,1.0
991,7,46530,348150,1.0
992,7,8908,349710,4.5
993,7,8984,349903,4.0
994,7,8958,350258,3.5
995,7,27741,351817,3.0
996,7,8870,356618,3.5
997,7,32031,358082,1.5
998,7,8528,364725,4.5
999,7,8783,368447,1.0
1000,7,8972,368891,2.5
1001,7,8808,368933,1.5
1002,7,8798,369339,4.5
1003,7,8665,372183,3.5
1004,7,33794,372784,2.0
1005,7,31878,373074,3.5
1006,7,33836,374536,1.0
1007,7,8949,375063,4.0
1008,7,45499,376994,4.0
1009,7,37741,379725,3.5
1010,7,38388,380389,3.5
1011,7,49272,381061,4.5
1012,7,32296,385307,2.0
1013,7,8957,387564,4.0
1014,7,42002,395251,4.5
1015,7,48997,396171,2.5
1016,7,34319,399201,4.5
1017,7,32587,401792,3.5
1018,7,34048,407304,3.0
1019,7,48516,407887,1.0
1020,7,45668,410297,1.0
1021,7,48783,418689,4.5
1022,7,49824,443489,3.0
1023,7,45730,452637,0.5
1024,7,49278,453467,3.5
1025,7,49286,457939,0.5
1026,8,592,96895,3.0
1027,8,590,99348,5.0
1028,8,587,99653,3.0
