movieId,imdbId,genre
122,103859,Drama
122,103859,Romance
123,109424,Comedy
123,109424,Crime
123,109424,Drama
123,109424,Mystery
123,109424,Romance
125,116324,Comedy
126,110647,Adventure
126,110647,Comedy
126,110647,Family
126,110647,Fantasy
128,110217,Documentary
128,110217,Biography
128,110217,Mystery
129,114131,Comedy
129,114131,Romance
132,113451,Crime
132,113451,Drama
132,113451,Thriller
135,116130,Comedy
137,113756,Comedy
137,113756,Romance
140,118055,Drama
140,118055,Romance
141,115685,Comedy
144,112585,Comedy
144,112585,Drama
144,112585,Romance
145,112442,Action
145,112442,Comedy
145,112442,Crime
145,112442,Thriller
146,112342,Adventure
146,112342,Drama
146,112342,Family
147,112461,Biography
147,112461,Crime
147,112461,Drama
147,112461,Sport
148,112427,Comedy
148,112427,Drama
148,112427,Romance
149,109093,Comedy
149,109093,Crime
149,109093,Drama
149,109093,Thriller
150,112384,Adventure
150,112384,Drama
150,112384,History
151,114287,Adventure
151,114287,Biography
151,114287,Drama
151,114287,History
152,112288,Drama
152,112288,Horror
153,112462,Action
153,112462,Adventure
154,61395,Drama
154,61395,Romance
155,112495,Action
155,112495,Adventure
155,112495,Drama
156,112541,Comedy
157,109370,Action
157,109370,Comedy
158,112642,Comedy
158,112642,Family
158,112642,Fantasy
159,112688,Crime
159,112688,Drama
159,112688,Mystery
160,112715,Action
160,112715,Adventure
160,112715,Mystery
160,112715,Sci-Fi
161,112740,Action
161,112740,Drama
161,112740,Thriller
161,112740,War
162,109508,Documentary
162,109508,Biography
162,109508,Comedy
162,109508,Drama
163,112851,Action
163,112851,Crime
163,112851,Thriller
163,112851,Western
164,112857,Crime
164,112857,Drama
164,112857,Mystery
164,112857,Thriller
165,112864,Action
165,112864,Adventure
165,112864,Thriller
166,112887,Comedy
166,112887,Crime
166,112887,Drama
168,113071,Action
168,113071,Adventure
168,113071,Drama
168,113071,Romance
169,113114,Adventure
169,113114,Drama
169,113114,Family
170,113243,Crime
170,113243,Drama
170,113243,Romance
170,113243,Thriller
171,113464,Comedy
171,113464,Drama
172,113481,Action
172,113481,Drama
172,113481,Sci-Fi
172,113481,Thriller
173,113492,Action
173,113492,Crime
173,113492,Sci-Fi
173,113492,Thriller
174,113500,Comedy
175,113540,Drama
176,113677,Comedy
176,113677,Drama
177,113690,Horror
177,113690,Mystery
177,113690,Thriller
178,107447,Comedy
178,107447,Drama
179,113729,Comedy
179,113729,Drama
179,113729,Romance
180,113749,Comedy
180,113749,Romance
181,113820,Action
181,113820,Adventure
181,113820,Family
181,113820,Sci-Fi
181,113820,Thriller
183,110604,Crime
183,110604,Horror
183,110604,Thriller
184,110620,Drama
184,110620,Horror
185,113957,Action
185,113957,Crime
185,113957,Drama
185,113957,Mystery
185,113957,Thriller
186,113986,Comedy
186,113986,Romance
187,114095,Comedy
187,114095,Drama
187,114095,Romance
188,114194,Action
188,114194,Crime
188,114194,Drama
188,114194,Fantasy
188,114194,Horror
188,114194,Mystery
188,114194,Thriller
189,114241,Comedy
189,114241,Drama
189,114241,Fantasy
190,114323,Drama
191,114345,Drama
191,114345,Romance
191,114345,Western
193,114436,Drama
194,114478,Comedy
194,114478,Drama
195,114496,Comedy
195,114496,Drama
195,114496,Romance
196,114508,Action
196,114508,Horror
196,114508,Sci-Fi
196,114508,Thriller
198,114558,Crime
198,114558,Drama
198,114558,Sci-Fi
198,114558,Thriller
199,58450,Drama
199,58450,Musical
199,58450,Romance
201,114663,Drama
201,114663,Family
201,114663,Fantasy
202,114702,Biography
202,114702,Drama
202,114702,Romance
203,114682,Comedy
203,114682,Drama
204,114781,Action
204,114781,Adventure
204,114781,Thriller
205,114798,Comedy
205,114798,Drama
206,114805,Documentary
207,114887,Drama
207,114887,Romance
208,114898,Action
208,114898,Adventure
208,114898,Sci-Fi
209,114928,Drama
209,114928,Thriller
210,114938,Action
210,114938,Biography
210,114938,Western
211,109340,Drama
212,112602,Adventure
212,112602,Comedy
212,112602,Crime
212,112602,Family
212,112602,Mystery
213,111579,Drama
213,111579,War
214,110882,Drama
214,110882,Romance
214,110882,War
215,112471,Drama
215,112471,Romance
216,112508,Comedy
217,112438,Drama
217,112438,Thriller
218,112571,Comedy
218,112571,Drama
219,112757,Drama
220,112643,Drama
220,112643,Horror
220,112643,Mystery
220,112643,Thriller
222,112679,Drama
222,112679,Romance
223,109445,Comedy
224,112883,Comedy
224,112883,Drama
224,112883,Romance
225,109635,Drama
225,109635,Thriller
227,109676,Action
227,109676,Adventure
227,109676,Thriller
228,112854,Crime
228,112854,Comedy
228,112854,Fantasy
229,109579,Drama
229,109579,Mystery
229,109579,Thriller
230,109642,Crime
230,109642,Drama
230,109642,Mystery
230,109642,Thriller
231,109686,Comedy
232,111797,Comedy
232,111797,Drama
232,111797,Romance
233,109759,Drama
234,109758,Comedy
234,109758,Crime
234,109758,Romance
234,109758,Thriller
235,109707,Biography
235,109707,Comedy
235,109707,Drama
236,113117,Comedy
236,113117,Drama
236,113117,Romance
237,113097,Comedy
237,113097,Romance
238,113028,Adventure
238,113028,Family
239,113198,Animation
239,113198,Adventure
239,113198,Comedy
239,113198,Family
239,113198,Musical
239,113198,Romance
240,113303,Fantasy
240,113303,Horror
240,113303,Thriller
241,113089,Drama
241,113089,Family
241,113089,Fantasy
242,109771,Biography
242,109771,Drama
242,109771,Music
243,113199,Comedy
243,113199,Drama
243,113199,Family
243,113199,Fantasy
246,110057,Documentary
246,110057,Drama
246,110057,Sport
247,110005,Biography
247,110005,Crime
247,110005,Drama
247,110005,Thriller
248,110066,Comedy
249,110116,Biography
249,110116,Drama
249,110116,Music
249,110116,Romance
250,110006,Comedy
250,110006,Drama
250,110006,Family
250,110006,Sport
251,113360,Action
251,113360,Drama
251,113360,Thriller
252,110099,Comedy
252,110099,Romance
253,110148,Drama
253,110148,Fantasy
253,110148,Horror
254,113463,Biography
254,113463,Drama
254,113463,History
254,113463,Romance
255,110189,Comedy
255,110189,Crime
256,110216,Comedy
256,110216,Romance
256,110216,Sci-Fi
257,113501,Action
257,113501,Crime
257,113501,Drama
257,113501,Mystery
257,113501,Thriller
258,113538,Adventure
258,113538,Comedy
258,113538,Family
258,113538,Fantasy
258,113538,Romance
259,113552,Crime
259,113552,Drama
259,113552,Thriller
260,76759,Action
260,76759,Adventure
260,76759,Fantasy
260,76759,Sci-Fi
261,110367,Drama
261,110367,Family
261,110367,Romance
262,113670,Drama
262,113670,Family
262,113670,Fantasy
263,110296,Drama
265,103994,Drama
265,103994,Romance
266,110322,Drama
266,110322,Romance
266,110322,War
266,110322,Western
267,110443,Adventure
267,110443,Comedy
267,110443,Family
269,107566,Crime
269,107566,Drama
270,110391,Comedy
270,110391,Drama
270,110391,Romance
271,113691,Drama
272,110428,Biography
272,110428,Comedy
272,110428,Drama
272,110428,History
273,109836,Drama
273,109836,Horror
273,109836,Romance
273,109836,Sci-Fi
274,113755,Comedy
274,113755,Family
275,110538,Comedy
275,110538,Drama
276,110516,Comedy
276,110516,Romance
277,110527,Drama
277,110527,Family
277,110527,Fantasy
278,113808,Comedy
278,113808,Romance
279,113896,Drama
280,113870,Drama
280,113870,Thriller
281,110684,Comedy
281,110684,Drama
282,110638,Drama
283,113967,Crime
283,113967,Drama
284,117169,Action
284,117169,Crime
284,117169,Drama
285,106402,Comedy
285,106402,Horror
287,110671,Comedy
287,110671,Romance
288,110632,Action
288,110632,Crime
288,110632,Drama
289,110737,Comedy
289,110737,Romance
290,110729,Crime
290,110729,Drama
291,114151,Drama
291,114151,Thriller
292,114069,Action
292,114069,Drama
292,114069,Thriller
293,110413,Action
293,110413,Crime
293,110413,Drama
293,110413,Thriller
294,114113,Comedy
294,114113,Romance
294,114113,Drama
295,114210,Comedy
295,114210,Romance
296,110912,Crime
296,110912,Drama
298,105652,Comedy
298,105652,Drama
299,110889,Drama
299,110889,Romance
300,110932,Biography
300,110932,Drama
300,110932,History
301,114129,Drama
301,114129,Romance
302,110963,Biography
302,110963,Drama
302,110963,History
302,110963,Romance
303,114214,Action
303,114214,Romance
303,114214,Thriller
303,114214,Western
304,114296,Comedy
304,114296,Drama
305,110907,Comedy
305,110907,Drama
306,111495,Drama
306,111495,Mystery
306,111495,Romance
307,108394,Drama
307,108394,Music
307,108394,Mystery
307,108394,Romance
308,111507,Comedy
308,111507,Drama
308,111507,Romance
310,114268,Drama
310,114268,Family
310,114268,Comedy
311,110965,Drama
311,110965,Horror
311,110965,Thriller
312,114571,Comedy
312,114571,Drama
313,111333,Animation
313,111333,Adventure
313,111333,Comedy
313,111333,Family
313,111333,Fantasy
313,111333,Musical
313,111333,Romance
314,111112,Drama
314,111112,Family
314,111112,Fantasy
314,111112,Mystery
315,111255,Action
315,111255,Drama
315,111255,Thriller
316,111282,Action
316,111282,Adventure
316,111282,Sci-Fi
317,111070,Comedy
317,111070,Drama
317,111070,Family
317,111070,Fantasy
318,111161,Drama
319,111149,Crime
319,111149,Thriller
320,108260,Drama
320,108260,Thriller
321,106966,Comedy
321,106966,Drama
321,106966,Romance
322,114594,Comedy
322,114594,Crime
324,111309,Comedy
324,111309,Drama
325,113936,Adventure
325,113936,Comedy
326,110081,Drama
326,110081,War
327,114614,Action
327,114614,Comedy
327,114614,Sci-Fi
328,114608,Action
328,114608,Fantasy
328,114608,Horror
328,114608,Thriller
329,111280,Action
329,111280,Adventure
329,111280,Mystery
329,111280,Sci-Fi
329,111280,Thriller
330,114609,Crime
330,114609,Drama
330,114609,Horror
330,114609,Thriller
331,111454,Biography
331,111454,Drama
331,111454,Romance
332,114852,Horror
332,114852,Sci-Fi
332,114852,Thriller
333,114694,Adventure
333,114694,Comedy
334,111590,Comedy
334,111590,Drama
334,111590,Romance
335,114788,Crime
335,114788,Thriller
336,114888,Action
336,114888,Drama
336,114888,War
337,108550,Drama
338,114857,Action
338,114857,Crime
338,114857,Sci-Fi
338,114857,Thriller
339,114924,Comedy
339,114924,Drama
339,114924,Romance
340,111667,Drama
341,109655,Drama
341,109655,Romance
342,110598,Comedy
342,110598,Drama
343,112435,Comedy
343,112435,Drama
343,112435,Family
344,109040,Comedy
345,109045,Comedy
345,109045,Music
346,106339,Biography
346,106339,Drama
346,106339,Music
346,106339,Romance
347,104779,Drama
347,104779,Romance
347,104779,Thriller
348,109348,Comedy
348,109348,Crime
349,109444,Action
349,109444,Crime
349,109444,Drama
349,109444,Thriller
350,109446,Crime
350,109446,Drama
350,109446,Mystery
350,109446,Thriller
351,109484,Comedy
351,109484,Drama
351,109484,Romance
352,109504,Comedy
352,109504,Drama
353,109506,Action
353,109506,Crime
353,109506,Drama
353,109506,Fantasy
353,109506,Horror
353,109506,Thriller
354,109450,Biography
354,109450,Drama
354,109450,Sport
355,109813,Comedy
355,109813,Family
355,109813,Fantasy
356,109830,Drama
356,109830,Romance
357,109831,Comedy
357,109831,Drama
357,109831,Romance
358,113305,Crime
358,113305,Drama
358,113305,Thriller
359,110091,Comedy
359,110091,Drama
359,110091,Romance
360,110093,Action
360,110093,Comedy
360,110093,Romance
360,110093,Thriller
361,110167,Comedy
361,110167,Drama
361,110167,Romance
362,110213,Adventure
362,110213,Family
362,110213,Romance
363,107472,Documentary
363,107472,Biography
363,107472,History
364,110357,Animation
364,110357,Adventure
364,110357,Drama
364,110357,Family
364,110357,Musical
365,107426,Drama
366,111686,Fantasy
366,111686,Horror
366,111686,Mystery
366,111686,Thriller
367,110475,Action
367,110475,Comedy
367,110475,Crime
367,110475,Fantasy
368,110478,Action
368,110478,Adventure
368,110478,Comedy
368,110478,Western
369,110588,Biography
369,110588,Drama
370,110622,Comedy
370,110622,Crime
371,110771,Comedy
371,110771,Drama
372,110950,Comedy
372,110950,Drama
372,110950,Romance
373,105226,Crime
373,105226,Drama
373,105226,Thriller
374,110989,Comedy
374,110989,Family
376,110997,Adventure
376,110997,Crime
376,110997,Thriller
377,111257,Action
377,111257,Adventure
377,111257,Thriller
378,111256,Comedy
378,111256,Romance
379,111438,Action
379,111438,Crime
379,111438,Sci-Fi
379,111438,Thriller
380,111503,Action
380,111503,Comedy
380,111503,Thriller
381,111693,Drama
381,111693,Romance
382,111742,Drama
382,111742,Horror
382,111742,Romance
382,111742,Thriller
383,111756,Action
383,111756,Adventure
383,111756,Biography
383,111756,Drama
383,111756,Western
384,112443,Crime
384,112443,Drama
384,112443,Thriller
385,110455,Comedy
385,110455,Drama
386,111048,Comedy
386,111048,Drama
387,110399,Action
387,110399,Comedy
387,110399,Crime
388,112570,Drama
389,109454,Drama
389,109454,History
389,109454,Romance
389,109454,War
390,59170,Action
390,59170,Comedy
391,110186,Crime
391,110186,Drama
391,110186,Romance
393,111301,Action
393,111301,Adventure
393,111301,Comedy
393,111301,Thriller
405,110027,Action
405,110027,Fantasy
405,110027,Romance
405,110027,Sci-Fi
406,109785,Crime
406,109785,Drama
407,113409,Drama
407,113409,Fantasy
407,113409,Horror
407,113409,Mystery
407,113409,Thriller
408,109021,Biography
408,109021,Drama
408,109021,Sport
408,109021,Western
409,109035,Crime
409,109035,Drama
409,109035,Sport
409,109035,Thriller
410,106220,Comedy
410,106220,Fantasy
412,106226,Drama
412,106226,Romance
413,109068,Comedy
413,109068,Crime
413,109068,Music
414,109067,Comedy
414,109067,Family
414,109067,Sport
415,106292,Comedy
415,106292,Crime
416,109198,Action
416,109198,Adventure
416,109198,Romance
416,109198,Western
417,109219,Comedy
417,109219,Drama
417,109219,Romance
418,106379,Comedy
418,106379,Drama
419,106400,Comedy
419,106400,Family
420,109254,Action
420,109254,Comedy
420,109254,Crime
420,109254,Thriller
421,109279,Adventure
421,109279,Drama
421,109279,Family
421,109279,Romance
422,109297,Crime
422,109297,Drama
422,109297,Mystery
422,109297,Thriller
423,109303,Action
423,109303,Crime
423,109303,Drama
423,109303,Thriller
424,109305,Drama
424,109305,Sport
425,109306,Drama
425,109306,Romance
426,106452,Horror
426,106452,Sci-Fi
427,106471,Drama
427,106471,Mystery
427,106471,Romance
427,106471,Thriller
428,106489,Crime
428,106489,Drama
429,109361,Adventure
429,109361,Comedy
429,109361,Romance
430,106505,Comedy
430,106505,Drama
431,106519,Crime
431,106519,Drama
431,106519,Thriller
432,109439,Comedy
432,109439,Western
433,109443,Comedy
433,109443,Mystery
434,106582,Action
434,106582,Adventure
434,106582,Thriller
435,106598,Comedy
435,106598,Sci-Fi
436,109456,Drama
436,109456,Mystery
436,109456,Romance
436,109456,Thriller
437,109480,Comedy
437,109480,Crime
437,109480,Thriller
438,109493,Action
438,109493,Comedy
438,109493,Crime
438,109493,Drama
438,109493,Thriller
438,109493,Western
440,106673,Comedy
440,106673,Romance
441,106677,Comedy
442,106697,Action
442,106697,Sci-Fi
442,106697,Thriller
444,106834,Comedy
444,106834,Drama
444,106834,Romance
444,106834,Western
445,106873,Comedy
445,106873,Crime
445,106873,Thriller
446,106332,Drama
446,106332,Music
446,106332,Romance
448,106881,Drama
448,106881,Thriller
449,106880,Comedy
449,106880,Music
450,111732,Comedy
450,111732,Drama
451,106926,Drama
451,106926,Mystery
451,106926,Romance
452,111712,Comedy
452,111712,Crime
452,111712,Mystery
452,111712,Thriller
453,106941,Comedy
453,106941,Drama
453,106941,Romance
454,106918,Drama
454,106918,Mystery
454,106918,Thriller
455,106965,Adventure
455,106965,Drama
455,106965,Family
456,109842,Crime
456,109842,Drama
456,109842,Thriller
457,106977,Action
457,106977,Crime
457,106977,Drama
457,106977,Mystery
457,106977,Thriller
458,107004,Drama
458,107004,History
458,107004,Western
459,109890,Action
459,109890,Adventure
459,109890,Crime
459,109890,Drama
459,109890,Thriller
460,109891,Comedy
460,109891,Crime
460,109891,Family
461,109913,Comedy
461,109913,Drama
461,109913,Romance
464,107076,Action
464,107076,Crime
464,107076,Thriller
466,107144,Action
466,107144,Comedy
467,113674,Comedy
468,112966,Comedy
468,112966,Drama
468,112966,Romance
469,107151,Drama
469,107151,Romance
470,110064,Comedy
470,110064,Music
470,110064,Romance
471,110074,Comedy
471,110074,Drama
471,110074,Fantasy
472,110097,Comedy
472,110097,Drama
473,110123,Comedy
473,110123,War
474,107206,Action
474,107206,Crime
474,107206,Drama
474,107206,Thriller
475,107207,Biography
475,107207,Crime
475,107207,Drama
476,110137,Comedy
476,110137,Drama
476,110137,Romance
477,108551,Biography
477,108551,Drama
477,108551,Music
478,110197,Crime
478,110197,Comedy
478,110197,Drama
479,107286,Action
479,107286,Crime
479,107286,Drama
479,107286,Thriller
480,107290,Action
480,107290,Adventure
480,107290,Sci-Fi
480,107290,Thriller
481,107302,Crime
481,107302,Drama
481,107302,Thriller
482,110265,Crime
482,110265,Thriller
484,110305,Family
484,110305,Adventure
485,107362,Action
485,107362,Adventure
485,107362,Comedy
485,107362,Fantasy
486,107413,Comedy
486,107413,Family
487,110353,Comedy
487,110353,Western
488,107468,Drama
488,107468,Romance
489,107478,Comedy
490,107497,Crime
490,107497,Mystery
490,107497,Thriller
491,107501,Drama
492,107507,Comedy
492,107507,Mystery
493,107554,Crime
493,107554,Drama
493,107554,Thriller
494,116253,Action
494,116253,Adventure
494,116253,Thriller
495,74102,Drama
495,74102,Romance
496,111689,Comedy
496,111689,Drama
496,111689,Romance
496,111689,Thriller
497,107616,Comedy
497,107616,Drama
497,107616,Romance
499,107613,Comedy
499,107613,Romance
500,107614,Comedy
500,107614,Drama
501,107653,Comedy
501,107653,Drama
502,110657,Action
502,110657,Drama
502,110657,Family
502,110657,Romance
502,110657,Sport
504,110678,Action
504,110678,Drama
504,110678,Sci-Fi
504,110678,Thriller
505,110687,Adventure
505,110687,Comedy
505,110687,Drama
505,110687,Family
505,110687,Fantasy
506,107756,Biography
506,107756,Drama
506,107756,Fantasy
506,107756,Romance
507,107808,Crime
507,107808,Drama
507,107808,Thriller
508,107818,Drama
509,107822,Drama
509,107822,Music
509,107822,Romance
510,107840,Drama
510,107840,Romance
511,107889,Action
511,107889,Drama
511,107889,Romance
511,107889,Sport
512,111003,Horror
512,111003,Sci-Fi
512,111003,Thriller
513,110939,Comedy
513,110939,Crime
513,110939,Drama
513,110939,Musical
513,110939,Mystery
513,110939,Romance
514,110955,Comedy
514,110955,Crime
514,110955,Drama
515,107943,Drama
515,107943,Romance
516,110971,Comedy
516,110971,Drama
517,107969,Action
517,107969,Crime
517,107969,Drama
517,107969,Mystery
517,107969,Thriller
518,111001,Comedy
518,111001,Drama
519,107978,Action
519,107978,Crime
519,107978,Sci-Fi
519,107978,Thriller
520,107977,Adventure
520,107977,Comedy
520,107977,Musical
520,107977,Romance
521,107983,Crime
521,107983,Drama
521,107983,Romance
522,105275,Crime
522,105275,Drama
522,105275,Thriller
523,108000,Drama
523,108000,Romance
524,108002,Biography
524,108002,Drama
524,108002,Sport
526,105032,Biography
526,105032,Drama
527,108052,Biography
527,108052,Drama
527,108052,History
528,111094,Comedy
528,111094,Drama
528,111094,Sport
529,108065,Biography
529,108065,Drama
529,108065,Sport
531,108071,Drama
531,108071,Family
531,108071,Fantasy
532,111127,Comedy
532,111127,Crime
532,111127,Thriller
533,111143,Action
533,111143,Adventure
533,111143,Crime
533,111143,Fantasy
533,111143,Mystery
533,111143,Thriller
534,108101,Biography
534,108101,Drama
534,108101,Romance
535,108122,Comedy
535,108122,Drama
536,111194,Comedy
536,111194,Drama
537,111201,Comedy
537,111201,Drama
537,111201,Romance
538,108149,Comedy
538,108149,Drama
538,108149,Mystery
539,108160,Comedy
539,108160,Drama
539,108160,Romance
540,108162,Drama
540,108162,Thriller
541,83658,Action
541,83658,Drama
541,83658,Sci-Fi
541,83658,Thriller
542,108186,Comedy
542,108186,Drama
542,108186,Romance
543,108174,Comedy
543,108174,Romance
544,108238,Action
544,108238,Crime
544,108238,Mystery
544,108238,Thriller
546,108255,Adventure
546,108255,Comedy
546,108255,Family
546,108255,Fantasy
546,108255,Sci-Fi
547,111323,Action
547,111323,Adventure
547,111323,Crime
547,111323,Drama
547,111323,Thriller
548,111400,Action
548,111400,Mystery
548,111400,Romance
548,111400,Thriller
549,108328,Biography
549,108328,Drama
549,108328,Music
550,111418,Comedy
550,111418,Drama
550,111418,Romance
551,107688,Animation
551,107688,Family
551,107688,Fantasy
551,107688,Musical
552,108333,Action
552,108333,Adventure
552,108333,Comedy
552,108333,Family
552,108333,Romance
553,108358,Biography
553,108358,Drama
553,108358,History
553,108358,Western
555,108399,Crime
555,108399,Drama
555,108399,Romance
555,108399,Thriller
556,108515,Documentary
556,108515,History
558,110763,Animation
558,110763,Adventure
558,110763,Comedy
558,110763,Family
558,110763,Fantasy
562,114906,Comedy
562,114906,Drama
563,107002,Drama
563,107002,Romance
564,109403,Action
564,109403,Comedy
564,109403,Drama
564,109403,Romance
567,107315,Comedy
568,106408,Comedy
568,106408,Drama
569,110363,Comedy
569,110363,Family
569,110363,Sport
573,107225,Comedy
574,111252,Comedy
574,111252,Drama
575,110366,Comedy
575,110366,Family
575,110366,Romance
577,109120,Adventure
577,109120,Drama
577,109120,Family
579,108059,Action
579,108059,Crime
579,108059,Drama
579,108059,Thriller
580,110892,Comedy
580,110892,Drama
580,110892,History
580,110892,Mystery
580,110892,Romance
581,112651,Documentary
581,112651,History
583,109382,Biography
583,109382,Comedy
583,109382,Drama
585,112572,Comedy
586,99785,Comedy
586,99785,Family
587,99653,Drama
587,99653,Fantasy
587,99653,Romance
587,99653,Thriller
588,103639,Animation
588,103639,Adventure
588,103639,Comedy
588,103639,Family
588,103639,Fantasy
588,103639,Musical
588,103639,Romance
589,103064,Action
589,103064,Sci-Fi
590,99348,Adventure
590,99348,Drama
590,99348,Western
592,96895,Action
592,96895,Adventure
593,102926,Crime
593,102926,Drama
593,102926,Thriller
594,29583,Animation
594,29583,Adventure
594,29583,Family
594,29583,Fantasy
594,29583,Musical
594,29583,Romance
595,101414,Animation
595,101414,Family
595,101414,Fantasy
595,101414,Musical
595,101414,Romance
596,32910,Animation
596,32910,Adventure
596,32910,Comedy
596,32910,Family
596,32910,Fantasy
596,32910,Musical
597,100405,Comedy
597,100405,Romance
599,65214,Action
599,65214,Adventure
599,65214,Western
600,110395,Crime
600,110395,Romance
600,110395,Thriller
602,109934,Documentary
602,109934,Music
