,movieId,imdbId,castId
335,7,114319,374979
336,7,114319,441284
337,7,114319,66847
338,7,114319,380435
339,7,114319,474979
340,7,114319,511749
341,7,114319,850750
342,7,114319,152231
343,7,114319,885999
344,7,114319,8537781
345,7,114319,95481
346,7,114319,217584
347,7,114319,559609
348,7,114319,71462
349,7,114319,571681
350,7,114319,175066
351,7,114319,777531
352,7,114319,531812
353,7,114319,525811
354,7,114319,814298
355,7,114319,624074
356,7,114319,65561
357,7,114319,115215
358,7,114319,597705
359,7,114319,662994
360,7,114319,1292903
361,7,114319,38301
362,7,114319,1076079
363,7,114319,1966442
364,7,114319,1396107
365,7,114319,4233418
366,7,114319,4555299
367,7,114319,6885344
368,7,114319,703881
369,7,114319,720411
370,7,114319,1353065
371,7,114319,1197546
372,8,112302,1795
373,8,112302,605
374,8,112302,777760
375,8,112302,734236
376,8,112302,942195
377,8,112302,574540
378,8,112302,783033
379,8,112302,337
380,8,112302,280890
381,8,112302,574882
382,8,112302,533380
383,8,112302,483351
384,8,112302,628309
385,8,112302,830470
386,8,112302,380231
387,8,112302,43699
388,8,112302,821436
389,8,112302,730803
390,8,112302,164558
391,8,112302,368885
392,8,112302,127929
393,8,112302,614865
394,8,112302,472281
395,8,112302,18646
396,8,112302,483515
397,8,112302,184748
398,8,112302,733119
399,8,112302,141831
400,8,112302,252055
401,8,112302,883996
402,8,112302,13615596
403,8,112302,18715
404,8,112302,403564
405,8,112302,192291
406,8,112302,193961
407,8,112302,5220
408,8,112302,592437
409,8,112302,304327
410,8,112302,467838
411,8,112302,670780
412,8,112302,953485
413,8,112302,172301
414,8,112302,188966
415,8,112302,809806
416,8,112302,1917264
417,9,114576,241
418,9,114576,959
419,9,114576,855
420,9,114576,942925
421,9,114576,539678
422,9,114576,2126
423,9,114576,573896
424,9,114576,309461
425,9,114576,511964
426,9,114576,216507
427,9,114576,37000
428,9,114576,41267
429,9,114576,49945
430,9,114576,101460
431,9,114576,109906
432,9,114576,113648
433,9,114576,113909
434,9,114576,131752
435,9,114576,133878
436,9,114576,146489
437,9,114576,166063
438,9,114576,166067
439,9,114576,198532
440,9,114576,173646
441,9,114576,258743
442,9,114576,262495
443,9,114576,282266
444,9,114576,306937
445,9,114576,355738
446,9,114576,352130
447,9,114576,2790
448,9,114576,368813
449,9,114576,368819
450,9,114576,387809
451,9,114576,397989
452,9,114576,404427
453,9,114576,422816
454,9,114576,462529
455,9,114576,445323
456,9,114576,494265
457,9,114576,480851
458,9,114576,481869
459,9,114576,486169
460,9,114576,525348
461,9,114576,541561
462,9,114576,547737
463,9,114576,583579
464,9,114576,586974
465,9,114576,591729
466,9,114576,595106
467,9,114576,598154
468,9,114576,638317
469,9,114576,656082
470,9,114576,675189
471,9,114576,684523
472,9,114576,715902
473,9,114576,732187
474,9,114576,5374
475,9,114576,755029
476,9,114576,778526
477,9,114576,804007
478,9,114576,810706
479,9,114576,816881
480,9,114576,825338
481,9,114576,827534
482,9,114576,839715
483,9,114576,859459
484,9,114576,859815
485,9,114576,878971
486,9,114576,915285
487,9,114576,916251
488,9,114576,920173
489,9,114576,2238690
490,9,114576,4012542
491,9,114576,2687850
492,9,114576,11782024
493,9,114576,5874787
494,9,114576,2773638
495,9,114576,1687738
496,9,114576,2738436
497,9,114576,3779137
498,9,114576,5544108
499,9,114576,10803539
500,9,114576,4223911
501,9,114576,629459
502,9,114576,1481966
503,9,114576,3540147
504,9,114576,10522511
505,9,114576,3298068
506,9,114576,2169942
507,9,114576,6915965
508,9,114576,1026196
509,9,114576,761562
510,9,114576,1543480
511,9,114576,8611127
512,9,114576,5927878
513,10,113189,112
514,10,113189,293
515,10,113189,1713
516,10,113189,463
517,10,113189,833
518,10,113189,1132
519,10,113189,1059
520,10,113189,1409
521,10,113189,424167
522,10,113189,1086
523,10,113189,5155
524,10,113189,94039
525,10,113189,457655
526,10,113189,330601
527,10,113189,475336
528,10,113189,235206
529,10,113189,482070
530,10,113189,593165
531,10,113189,339778
532,10,113189,378
533,10,113189,37807
534,10,113189,411570
535,10,113189,586883
536,10,113189,125861
537,10,113189,538070
538,10,113189,1143246
539,10,113189,1080712
540,10,113189,132709
541,10,113189,1023764
542,10,113189,2000890
543,10,113189,186426
544,10,113189,219908
545,10,113189,4196483
546,10,113189,269102
547,10,113189,286170
548,10,113189,8066764
549,10,113189,497541
550,10,113189,1750488
551,10,113189,584533
552,10,113189,80282
553,10,113189,755314
554,10,113189,933865
555,11,112346,140
556,11,112346,906
557,11,112346,640
558,11,112346,150
559,11,112346,807332
560,11,112346,526
561,11,112346,907323
562,11,112346,1601
563,11,112346,359774
564,11,112346,377
565,11,112346,797151
566,11,112346,5176
567,11,112346,82507
568,11,112346,834373
569,11,112346,539651
570,11,112346,820527
571,11,112346,492003
572,11,112346,1498
573,11,112346,629737
574,11,112346,537089
575,11,112346,197080
576,11,112346,583463
577,11,112346,91388
578,11,112346,490225
579,11,112346,715377
580,11,112346,824387
581,11,112346,526185
582,11,112346,569501
583,11,112346,147113
584,11,112346,821489
585,11,112346,476278
586,11,112346,265309
587,11,112346,57885
588,11,112346,410850
589,11,112346,552601
590,11,112346,89899
591,11,112346,58175
592,11,112346,327587
593,11,112346,418909
594,11,112346,555462
595,11,112346,437184
596,11,112346,613787
597,11,112346,570554
598,11,112346,319669
599,11,112346,757266
600,11,112346,340359
601,11,112346,133474
602,11,112346,682909
603,11,112346,305404
604,11,112346,815070
605,11,112346,627637
606,11,112346,688849
607,11,112346,66664
608,11,112346,190571
609,11,112346,784566
610,11,112346,869354
611,11,112346,633393
612,11,112346,934615
613,11,112346,26888
614,11,112346,584512
615,11,112346,860465
616,11,112346,302360
617,11,112346,644138
618,11,112346,18629
619,11,112346,1295801
620,11,112346,10346832
621,11,112346,123577
622,11,112346,1014594
623,11,112346,248527
624,11,112346,2230709
625,11,112346,1733788
626,11,112346,2699090
627,11,112346,11886200
628,11,112346,359976
629,11,112346,7875641
630,11,112346,517122
631,11,112346,12827017
632,11,112346,2549561
633,11,112346,641494
634,11,112346,825109
635,11,112346,858915
636,11,112346,880201
637,11,112346,906665
638,12,112896,558
639,12,112896,1493
640,12,112896,1836
641,12,112896,1865
642,12,112896,771
643,12,112896,466327
644,12,112896,316
645,12,112896,87578
646,12,112896,146903
647,12,112896,720890
648,12,112896,564841
649,12,112896,775213
650,12,112896,291386
651,12,112896,339619
652,12,112896,755169
653,12,112896,691837
654,12,112896,209918
655,12,112896,190571
656,12,112896,369416
657,12,112896,736225
658,12,112896,130324
659,12,112896,175228
660,12,112896,341389
661,12,112896,454553
662,12,112896,719026
663,12,112896,450401
664,12,112896,247218
665,12,112896,624781
666,12,112896,624783
667,12,112896,791678
668,12,112896,50507
669,12,112896,934615
670,12,112896,83024
671,12,112896,179670
672,12,112896,551245
673,12,112896,515226
674,12,112896,843
675,12,112896,217936
676,12,112896,185337
677,12,112896,462856
678,12,112896,175526
679,12,112896,606574
680,12,112896,810016
681,12,112896,335691
682,12,112896,829762
683,12,112896,168387
684,12,112896,217935
685,12,112896,517031
686,12,112896,287142
687,12,112896,588496
688,12,112896,435158
689,12,112896,437362
690,12,112896,793221
691,12,112896,767920
692,12,112896,767928
693,12,112896,52991
694,12,112896,625952
695,12,112896,110396
696,12,112896,668701
697,12,112896,186863
698,12,112896,677216
699,12,112896,292446
700,12,112896,712579
701,12,112896,4719414
702,12,112896,746310
703,12,112896,456605
704,12,112896,749239
705,12,112896,479987
706,12,112896,767252
707,12,112896,563306
708,12,112896,819570
709,12,112896,568832
710,12,112896,888318
711,12,112896,574695
712,12,112896,909362
713,12,112896,421547
714,13,112453,102
715,13,112453,1364
716,13,112453,403
717,13,112453,191906
718,13,112453,2015
719,13,112453,29460
720,13,112453,542706
721,13,112453,728411
722,13,112453,108186
723,13,112453,225549
724,13,112453,546816
725,13,112453,61052
726,13,112453,801786
727,13,112453,731681
728,13,112453,353796
729,13,112453,47153
730,13,112453,15670
731,13,112453,574540
732,13,112453,862662
733,13,112453,552942
734,13,112453,518862
735,14,113987,164
736,14,113987,260
737,14,113987,959
738,14,113987,438
739,14,113987,1364
740,14,113987,550855
741,14,113987,1601
742,14,113987,1383
743,14,113987,649
744,14,113987,5460
745,14,113987,687
746,14,113987,249
747,14,113987,66028
748,14,113987,242656
749,14,113987,277882
750,14,113987,1272
751,14,113987,101005
752,14,113987,1282
753,14,113987,1306
754,14,113987,1346
755,14,113987,1404
756,14,113987,445
757,14,113987,516215
758,14,113987,7210
759,14,113987,296
760,14,113987,192351
761,14,113987,225963
762,14,113987,1525
763,14,113987,4821
764,14,113987,336558
765,14,113987,324790
766,14,113987,687321
767,14,113987,904424
768,14,113987,140393
769,14,113987,902529
770,14,113987,66023
771,14,113987,209850
772,14,113987,145049
773,14,113987,681782
774,14,113987,729582
775,14,113987,933098
776,14,113987,811446
777,14,113987,949521
778,14,113987,832165
779,14,113987,696447
780,14,113987,130032
781,14,113987,908685
782,14,113987,174442
783,14,113987,374942
784,14,113987,686861
785,14,113987,448245
786,14,113987,614299
787,14,113987,614741
788,14,113987,442220
789,14,113987,225442
790,14,113987,174064
791,14,113987,719602
792,14,113987,190497
793,14,113987,832064
794,14,113987,551130
795,14,113987,5420
796,14,113987,439170
797,14,113987,266697
798,14,113987,137536
799,14,113987,472891
800,14,113987,828840
801,14,113987,630402
802,14,113987,679406
803,14,113987,125272
804,14,113987,826032
805,14,113987,499
806,14,113987,823651
807,14,113987,855103
808,14,113987,33144
809,14,113987,932700
810,14,113987,69257
811,14,113987,956800
812,14,113987,748972
813,14,113987,870106
814,14,113987,1146
815,14,113987,7082
816,14,113987,369358
817,14,113987,794434
818,14,113987,3352
819,14,113987,200235
820,14,113987,734211
821,14,113987,92877
822,14,113987,719604
823,14,113987,686470
824,14,113987,1832
825,14,113987,9805
826,14,113987,21201
827,14,113987,56092
828,14,113987,96903
829,14,113987,107067
830,14,113987,109604
831,14,113987,113494
832,14,113987,124093
833,14,113987,124132
834,14,113987,141699
835,14,113987,141914
836,14,113987,4242
837,14,113987,150463
838,14,113987,161476
839,14,113987,1014594
840,14,113987,1051
841,14,113987,166921
842,14,113987,174920
843,14,113987,184911
844,14,113987,185012
845,14,113987,230909
846,14,113987,252032
847,14,113987,252034
848,14,113987,255281
849,14,113987,259970
850,14,113987,4932
851,14,113987,4934
852,14,113987,301099
853,14,113987,325892
854,14,113987,8030233
855,14,113987,336448
856,14,113987,352727
857,14,113987,375763
858,14,113987,386819
859,14,113987,393890
860,14,113987,425696
861,14,113987,447882
862,14,113987,447885
863,14,113987,447952
864,14,113987,448026
865,14,113987,448080
866,14,113987,448123
867,14,113987,448305
868,14,113987,448356
869,14,113987,451979
870,14,113987,454377
871,14,113987,455052
872,14,113987,502443
873,14,113987,540134
874,14,113987,544552
875,14,113987,565191
876,14,113987,569566
877,14,113987,573726
878,14,113987,6689280
879,14,113987,619281
880,14,113987,633268
881,14,113987,633271
882,14,113987,633284
883,14,113987,649185
884,14,113987,652640
885,14,113987,656624
886,14,113987,664230
887,14,113987,2369144
888,14,113987,4864
889,14,113987,1654
890,14,113987,724527
891,14,113987,727004
892,14,113987,740482
893,14,113987,740483
894,14,113987,742211
895,14,113987,742252
896,14,113987,748506
897,14,113987,828867
898,14,113987,231
899,14,113987,11476919
900,14,113987,1791
901,14,113987,874288
902,14,113987,903398
903,14,113987,908650
904,14,113987,1558387
905,14,113987,912811
906,14,113987,933089
907,15,112760,133
908,15,112760,546
909,15,112760,1449
910,15,112760,1999
911,15,112760,538869
912,15,112760,789976
913,15,112760,513010
914,15,112760,227051
915,15,112760,557733
916,15,112760,803765
917,15,112760,950867
918,15,112760,153704
919,15,112760,311682
920,15,112760,942202
921,15,112760,94297
922,15,112760,670415
923,15,112760,668734
924,15,112760,42161
925,15,112760,517021
926,15,112760,95795
927,15,112760,613685
928,15,112760,40469
929,15,112760,66482
930,15,112760,356543
931,15,112760,7194
932,15,112760,494945
933,15,112760,925495
934,15,112760,1566140
935,15,112760,889338
936,15,112760,58867
937,15,112760,47549
938,15,112760,477160
939,15,112760,863130
940,15,112760,11478
941,15,112760,1565245
942,15,112760,232995
943,15,112760,1767060
944,15,112760,1317
945,15,112760,1519043
946,15,112760,641713
947,15,112760,890346
948,16,112641,134
949,16,112641,232
950,16,112641,582
951,16,112641,249
952,16,112641,725543
953,16,112641,454418
954,16,112641,1629
955,16,112641,428618
956,16,112641,810686
957,16,112641,898634
958,16,112641,89185
959,16,112641,129127
960,16,112641,698697
961,16,112641,21411
962,16,112641,68633
963,16,112641,839642
964,16,112641,903092
965,16,112641,811
966,16,112641,6752
967,16,112641,5217
968,16,112641,883890
969,16,112641,726527
970,16,112641,778734
971,16,112641,329189
972,16,112641,749298
973,16,112641,340882
974,16,112641,23845
975,16,112641,833121
976,16,112641,596503
977,16,112641,3104493
978,16,112641,176379
979,16,112641,778735
980,16,112641,897027
981,16,112641,185623
982,16,112641,618943
983,16,112641,379200
984,16,112641,678015
985,16,112641,220097
986,16,112641,445654
987,16,112641,792229
988,16,112641,559458
989,16,112641,619099
990,16,112641,402749
991,16,112641,29666
992,16,112641,596852
993,16,112641,685279
994,16,112641,21439
995,16,112641,26886
996,16,112641,7990
997,16,112641,913565
998,16,112641,44509
999,16,112641,856592
1000,16,112641,751001
1001,16,112641,933140
1002,16,112641,480174
1003,16,112641,541338
1004,16,112641,531539
1005,16,112641,826979
1006,16,112641,717518
1007,16,112641,478534
1008,16,112641,808236
1009,16,112641,195303
1010,16,112641,26779
1011,16,112641,632604
1012,16,112641,222719
1013,16,112641,12376
1014,16,112641,95114
1015,16,112641,898609
1016,16,112641,176224
1017,16,112641,234592
1018,16,112641,809715
1019,16,112641,741329
1020,16,112641,469211
1021,16,112641,695509
1022,16,112641,416811
1023,16,112641,319316
1024,16,112641,136749
1025,16,112641,143848
1026,16,112641,107365
1027,16,112641,23844
1028,16,112641,139626
1029,16,112641,890190
1030,16,112641,396648
1031,16,112641,472025
1032,16,112641,716598
1033,16,112641,777243
1034,16,112641,566506
1035,16,112641,143344
1036,16,112641,590039
1037,16,112641,219795
1038,16,112641,590762
1039,16,112641,890443
1040,16,112641,930909
1041,16,112641,494040
1042,16,112641,947686
1043,16,112641,451906
1044,16,112641,9388
1045,16,112641,726223
1046,16,112641,537731
1047,16,112641,386960
1048,16,112641,719458
1049,16,112641,633041
1050,16,112641,161893
1051,16,112641,649683
1052,16,112641,674642
1053,16,112641,494206
1054,16,112641,860228
1055,16,112641,664621
1056,16,112641,915742
1057,16,112641,709584
1058,16,112641,144412
1059,16,112641,714753
1060,16,112641,175720
1061,16,112641,103350
1062,16,112641,184009
1063,16,112641,173534
1064,16,112641,418894
1065,16,112641,3046123
1066,16,112641,452601
1067,16,112641,637202
1068,16,112641,363714
1069,16,112641,783772
1070,16,112641,235513
1071,16,112641,21320
1072,16,112641,306892
1073,16,112641,563627
1074,16,112641,360879
1075,16,112641,78099
1076,16,112641,464372
1077,16,112641,534425
1078,16,112641,837445
1079,16,112641,346255
1080,16,112641,840386
1081,16,112641,179231
1082,16,112641,809985
1083,16,112641,25685
1084,16,112641,143849
1085,16,112641,44510
1086,16,112641,906074
1087,16,112641,162623
1088,16,112641,828573
1089,16,112641,707079
1090,16,112641,33572
1091,16,112641,355094
1092,16,112641,934096
1093,16,112641,867203
1094,16,112641,1156893
1095,16,112641,1507645
1096,16,112641,6693900
1097,16,112641,142334
1098,16,112641,3983367
1099,16,112641,191621
1100,16,112641,247665
1101,16,112641,2654497
1102,16,112641,6267429
1103,16,112641,4234
1104,16,112641,1481485
1105,16,112641,633042
1106,16,112641,1404178
1107,16,112641,533664
1108,16,112641,2376223
1109,16,112641,7419291
1110,16,112641,1258130
1111,16,112641,672575
1112,16,112641,1133028
1113,16,112641,1059295
1114,16,112641,771993
1115,16,112641,810416
1116,16,112641,6441
1117,17,114388,281424
1118,17,114388,929489
1119,17,114388,910040
1120,17,114388,701
1121,17,114388,668
1122,17,114388,428121
1123,17,114388,424
1124,17,114388,291968
1125,17,114388,819655
1126,17,114388,362735
1127,17,114388,109407
1128,17,114388,25503
1129,17,114388,614
1130,17,114388,936353
1131,17,114388,424127
1132,17,114388,1767
1133,17,114388,835916
1134,17,114388,491402
1135,17,114388,593113
1136,17,114388,333578
1137,17,114388,525973
1138,17,114388,535228
1139,17,114388,203882
1140,17,114388,566963
1141,17,114388,2953574
1142,17,114388,233386
1143,17,114388,3602914
1144,18,113101,205423
1145,18,113101,4866
1146,18,113101,420
1147,18,113101,187
1148,18,113101,1746
1149,18,113101,666
1150,18,113101,1860
1151,18,113101,884
1152,18,113101,698998
1153,18,113101,104
1154,18,113101,572001
1155,18,113101,735466
1156,18,113101,674
1157,18,113101,893928
1158,18,113101,161
1159,18,113101,129538
1160,18,113101,233
1161,18,113101,4744
1162,18,113101,4980
1163,18,113101,3101179
1164,18,113101,492908
1165,18,113101,565709
1166,18,113101,750684
1167,18,113101,804043
1168,18,113101,673
1169,18,113101,619
1170,18,113101,1315920
1171,18,113101,86292
1172,18,113101,903748
1173,18,113101,246
1174,19,112281,120
1175,19,112281,573862
1176,19,112281,1003
1177,19,112281,264330
1178,19,112281,348409
1179,19,112281,645683
1180,19,112281,203508
1181,19,112281,15382
1182,19,112281,199880
1183,19,112281,680771
1184,19,112281,822046
1185,19,112281,824387
1186,19,112281,817748
1187,19,112281,344628
1188,19,112281,872963
1189,19,112281,636246
1190,19,112281,533197
1191,19,112281,20716
1192,19,112281,457090
1193,19,112281,447997
1194,19,112281,864121
1195,19,112281,160370
1196,19,112281,820298
1197,19,112281,930641
1198,19,112281,863208
1199,19,112281,47265
1200,19,112281,2735527
1201,19,112281,4985227
1202,19,112281,338797
1203,19,112281,1946542
1204,19,112281,2397098
1205,20,113845,648
1206,20,113845,437
1207,20,113845,182
1208,20,113845,86706
1209,20,113845,177933
1210,20,113845,341055
1211,20,113845,816375
1212,20,113845,837175
1213,20,113845,488095
1214,20,113845,890709
1215,20,113845,665933
1216,20,113845,878152
1217,20,113845,346369
1218,20,113845,665114
1219,20,113845,851815
1220,20,113845,752823
1221,20,113845,571874
1222,20,113845,464372
1223,20,113845,731230
1224,20,113845,859064
1225,20,113845,483917
1226,20,113845,640081
1227,20,113845,825627
1228,20,113845,803371
1229,20,113845,127362
1230,20,113845,170186
1231,20,113845,949401
1232,20,113845,606487
1233,20,113845,343988
1234,20,113845,709738
1235,20,113845,153316
1236,20,113845,692233
1237,20,113845,382693
1238,20,113845,959242
1239,20,113845,906640
1240,20,113845,548259
1241,20,113845,114029
1242,20,113845,638056
1243,20,113845,769862
1244,20,113845,127485
1245,20,113845,45601
1246,20,113845,815548
1247,20,113845,319142
1248,20,113845,18416
1249,20,113845,37967
1250,20,113845,917963
1251,20,113845,43827
1252,20,113845,318694
1253,20,113845,318643
1254,20,113845,11738842
1255,20,113845,1295801
1256,20,113845,3425823
1257,20,113845,204059
1258,20,113845,5072509
1259,20,113845,240107
1260,20,113845,293111
1261,20,113845,341152
1262,20,113845,390542
1263,20,113845,459683
1264,20,113845,2143912
1265,20,113845,571833
1266,20,113845,720411
1267,20,113845,1879619
1268,21,113161,237
1269,21,113161,432
1270,21,113161,623
1271,21,113161,362
1272,21,113161,1199
1273,21,113161,5148
1274,21,113161,1254
1275,21,113161,340973
1276,21,113161,698707
1277,21,113161,1601
1278,21,113161,274684
1279,21,113161,762153
1280,21,113161,889846
1281,21,113161,366405
1282,21,113161,805653
1283,21,113161,438682
1284,21,113161,905289
1285,21,113161,905290
1286,21,113161,182824
1287,21,113161,174780
1288,21,113161,387900
1289,21,113161,915518
1290,21,113161,598887
1291,21,113161,121620
1292,21,113161,780005
1293,21,113161,681586
1294,21,113161,219410
1295,21,113161,544382
1296,21,113161,296138
1297,21,113161,896107
1298,21,113161,106755
1299,21,113161,1756
1300,21,113161,779072
1301,21,113161,679885
1302,21,113161,329659
1303,21,113161,447370
1304,21,113161,37813
1305,21,113161,826848
1306,21,113161,658225
1307,21,113161,66664
1308,21,113161,1338528
1309,21,113161,6693900
1310,21,113161,9154012
1311,21,113161,17
1312,21,113161,1503505
1313,21,113161,342958
1314,21,113161,32
1315,21,113161,172
1316,21,113161,1468
1317,21,113161,1508
1318,21,113161,1509
1319,21,113161,541
1320,21,113161,586800
1321,21,113161,700958
1322,21,113161,733678
1323,21,113161,78
1324,21,113161,80
1325,21,113161,933746
1326,21,113161,935985
1327,22,112722,244
1328,22,112722,456
1329,22,112722,551
1330,22,112722,1530
1331,22,112722,1065
1332,22,112722,293422
1333,22,112722,1599
1334,22,112722,745232
1335,22,112722,641418
1336,22,112722,338687
1337,22,112722,359809
1338,22,112722,468230
1339,22,112722,745774
1340,22,112722,222323
1341,22,112722,798900
1342,22,112722,25295
1343,22,112722,176384
1344,22,112722,778616
1345,22,112722,455948
1346,22,112722,725090
1347,22,112722,632300
1348,22,112722,477280
1349,22,112722,105119
1350,22,112722,1017863
1351,22,112722,459779
1352,22,112722,114771
1353,22,112722,377440
1354,22,112722,94493
1355,22,112722,825011
1356,22,112722,63648
1357,22,112722,697659
1358,22,112722,922038
